0.00144101	-1.72631e-07
0.00142193	-5.86673e-08
0.00136521	5.08963e-08
0.00127234	1.47364e-07
0.00114579	2.22697e-07
0.000988908	2.69873e-07
0.00080584	2.83205e-07
0.000601438	2.58606e-07
0.000381113	1.93804e-07
0.000150698	8.84686e-08
-8.37074e-05	-5.57156e-08
-0.000315896	-2.35071e-07
-0.000539722	-4.44018e-07
-0.000749258	-6.75246e-07
-0.000938958	-9.19952e-07
-0.0011038	-1.16815e-06
-0.00123942	-1.40902e-06
-0.00134222	-1.6313e-06
-0.00140949	-1.82376e-06
-0.00143944	-1.97557e-06
-0.00143128	-2.07679e-06
-0.00138523	-2.11876e-06
-0.00130251	-2.09453e-06
-0.0011853	-1.99914e-06
-0.00103671	-1.82995e-06
-0.00086067	-1.58682e-06
-0.000661846	-1.27223e-06
-0.0004455	-8.91348e-07
-0.00021736	-4.51961e-07
1.65351e-05	3.56802e-08
0.000249992	5.59083e-07
0.000476831	1.10384e-06
0.000691046	1.654e-06
0.000886965	2.19259e-06
0.0010594	2.70207e-06
0.00120379	3.16489e-06
0.00131631	3.56409e-06
0.00139398	3.88387e-06
0.00143474	4.11013e-06
0.00143752	4.23099e-06
0.00140224	4.23729e-06
0.00132983	4.12294e-06
0.00122222	3.8853e-06
0.00108225	3.52535e-06
0.000913626	3.04783e-06
0.000720814	2.46123e-06
0.000508919	1.77768e-06
0.00028355	1.01272e-06
5.06732e-05	1.84964e-07
-0.000183545	-6.84377e-07
-0.000412903	-1.57201e-06
-0.00063133	-2.45319e-06
-0.000833042	-3.30242e-06
-0.0010127	-4.09418e-06
-0.00116555	-4.80365e-06
-0.00128753	-5.40753e-06
-0.00137543	-5.88474e-06
-0.00142692	-6.21709e-06
-0.00144063	-6.38996e-06
-0.00141619	-6.39282e-06
-0.00135427	-6.21964e-06
-0.00125649	-5.86925e-06
-0.00112544	-5.3455e-06
-0.000964596	-4.65731e-06
-0.000778214	-3.81853e-06
-0.00057123	-2.84777e-06
-0.000349122	-1.76791e-06
-0.000117771	-6.05629e-07
0.000116698	6.09273e-07
0.000348077	1.84463e-06
0.000570241	3.06678e-06
0.000777308	4.24144e-06
0.000963795	5.33473e-06
0.00112477	6.31406e-06
0.00125596	7.14918e-06
0.0013539	7.81302e-06
0.001416	8.28257e-06
0.0014406	8.53966e-06
0.00142707	8.57152e-06
0.00137576	8.37137e-06
0.00128802	7.93865e-06
0.00116618	7.2793e-06
0.00101347	6.40566e-06
0.000833921	5.33634e-06
0.000632299	4.0958e-06
0.000413935	2.71384e-06
0.000184613	1.22486e-06
-4.95966e-05	-3.32955e-07
-0.000282493	-1.91864e-06
-0.000507911	-3.48953e-06
-0.000719882	-5.00238e-06
-0.000912794	-6.4146e-06
-0.00108154	-7.6854e-06
-0.00122165	-8.77698e-06
-0.00132942	-9.65566e-06
-0.00140199	-1.02929e-05
-0.00143744	-1.06661e-05
-0.00143484	-1.07594e-05
-0.00139425	-1.05646e-05
-0.00131675	-1.00807e-05
-0.00120438	-9.3151e-06
-0.00106013	-8.28269e-06
-0.000887814	-7.00612e-06
-0.000691991	-5.51515e-06
-0.000477848	-3.84597e-06
-0.000251053	-2.04033e-06
-1.76123e-05	-1.4452e-07
0.000216295	1.79182e-06
0.000444476	3.71702e-06
0.00066089	5.57873e-06
0.000859806	7.32536e-06
0.00103596	8.90752e-06
0.00118468	1.02794e-05
0.00130205	1.14e-05
0.00138493	1.22345e-05
0.00143116	1.27552e-05
0.00143949	1.29425e-05
0.00140971	1.27855e-05
0.00134261	1.22824e-05
0.00123997	1.14408e-05
0.00110449	1.02776e-05
0.000939775	8.81866e-06
0.000750179	7.09845e-06
0.000540721	5.15896e-06
0.000316948	3.04886e-06
8.47829e-05	8.22224e-07
-0.000149626	-1.46283e-06
-0.000380074	-3.74566e-06
-0.00060046	-5.96474e-06
-0.000804948	-8.05928e-06
-0.000988125	-9.97089e-06
-0.00114514	-1.16452e-05
-0.00127184	-1.30336e-05
-0.00136487	-1.40941e-05
-0.00142176	-1.47933e-05
-0.00144101	-1.51067e-05
-0.00142211	-1.50203e-05
-0.00136556	-1.45303e-05
-0.00127285	-1.36438e-05
-0.00114645	-1.2379e-05
-0.000989692	-1.07641e-05
-0.000806734	-8.83757e-06
-0.000602418	-6.64666e-06
-0.000382152	-4.24642e-06
-0.000151769	-1.69836e-06
8.26321e-05	9.31176e-07
0.000314846	3.57271e-06
0.000538723	6.15548e-06
0.000748339	8.60934e-06
0.000938141	1.08666e-05
0.00110311	1.28641e-05
0.00123887	1.45446e-05
0.00134183	1.58588e-05
0.00140926	1.67665e-05
0.00143939	1.7238e-05
0.00143141	1.72548e-05
0.00138553	1.68106e-05
0.00130297	1.59113e-05
0.00118591	1.4575e-05
0.00103746	1.28319e-05
0.000861534	1.07237e-05
0.000662804	8.30213e-06
0.000446525	5.62815e-06
0.000218425	2.77026e-06
